Investigation_Type,Aircraft_damage,Aircraft_Category,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Event_Year
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Incident,Unknown,Airplane,De Havilland,DHC-6-100,No,2,Turbo Prop,Unknown,0,0,0,7,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-24-250,No,1,Reciprocating,Personal,0,4,0,0,VMC,1982
Accident,Substantial,Airplane,Howard Aircraft Corp.,500,No,2,Reciprocating,Personal,0,0,0,4,VMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,1,0,VMC,1982
Accident,Destroyed,Airplane,Cessna,172K,No,1,Reciprocating,Personal,4,0,0,0,IMC,1982
Accident,Destroyed,Airplane,Piper,PA-34,No,2,Reciprocating,Personal,1,0,0,0,IMC,1982
Accident,Destroyed,Airplane,Rockwell,112A,No,1,Reciprocating,Personal,2,0,0,0,IMC,1982
Accident,Destroyed,Airplane,Beech,J35,No,1,Reciprocating,Personal,4,0,0,0,VMC,1982
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Aeronca,7AC,No,1,Reciprocating,Personal,0,0,1,1,VMC,1982
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Piper,PA-18,No,1,Reciprocating,Personal,0,0,1,1,Unknown,1982
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Personal,0,0,1,0,VMC,1982
Accident,Destroyed,Airplane,Aeronca,7EC,No,1,Reciprocating,Personal,1,0,0,0,VMC,1982
Accident,Destroyed,Airplane,Cessna,150,No,1,Reciprocating,Personal,0,2,0,0,VMC,1982
Accident,Destroyed,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Bellanca,17-30A,No,1,Reciprocating,Personal,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-38-112,No,1,Reciprocating,Instructional,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,Personal,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,0,0,4,VMC,1982
Accident,Substantial,Airplane,Porterfield,CP-65,No,1,Reciprocating,Personal,2,0,0,0,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,Personal,0,0,0,4,VMC,1982
Incident,Minor,Airplane,Boeing,B737-2H4,No,2,Turbo Jet,Unknown,0,0,0,119,IMC,1982
Accident,Destroyed,Airplane,Cessna,310D,No,2,Reciprocating,Unknown,0,0,0,2,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-23,No,2,Reciprocating,Ferry,1,0,0,0,VMC,1982
Accident,Substantial,Airplane,Mooney,M20J,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-151,No,1,Reciprocating,Business,0,0,0,1,IMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-151,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,152(II),No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Beech,35,No,1,Reciprocating,Business,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28R-180,No,1,Reciprocating,Personal,0,1,2,0,IMC,1982
Accident,Substantial,Airplane,Cessna,150M,No,1,Reciprocating,Instructional,0,0,1,1,VMC,1982
Accident,Substantial,Airplane,Bellanca,8GCBC,No,1,Reciprocating,Personal,0,0,1,0,VMC,1982
Accident,Substantial,Airplane,Piper,PA-31-310,No,2,Reciprocating,Unknown,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-31T2,No,2,Turbo Prop,Business,8,0,0,0,IMC,1982
Accident,Substantial,Airplane,Beech,90,No,2,Turbo Prop,Personal,0,0,0,4,IMC,1982
Accident,Substantial,Airplane,Nihon,YS-11A,No,2,Turbo Prop,Unknown,0,0,3,36,VMC,1982
Accident,Destroyed,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,172M,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28RT-201T,No,1,Reciprocating,Business,0,1,0,0,IMC,1982
Accident,Substantial,Airplane,Bellanca,7ECA,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,177RG,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,210,No,1,Reciprocating,Personal,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Cessna,210,No,1,Reciprocating,Business,0,0,2,0,IMC,1982
Accident,Substantial,Airplane,Piper,PA-23,No,2,Reciprocating,Unknown,0,0,0,6,IMC,1982
Incident,Minor,Airplane,Embraer,EMB-11OP1,No,2,Turbo Prop,Unknown,0,0,0,16,VMC,1982
Accident,Destroyed,Airplane,Beech,A36,No,1,Reciprocating,Personal,1,0,0,0,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-28-140,No,1,Reciprocating,Personal,1,0,0,0,IMC,1982
Accident,Substantial,Airplane,Cessna,T210N,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Great Lakes,2T1A-2,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Incident,Unknown,Airplane,Boeing,B-727-200,No,3,Turbo Jet,Unknown,0,0,0,83,IMC,1982
Accident,Substantial,Airplane,Piper,PA-44-180T,No,2,Reciprocating,Personal,0,0,0,3,IMC,1982
Accident,Substantial,Airplane,Cessna,172H,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Ferry,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,172A,No,1,Reciprocating,Personal,0,0,0,2,Unknown,1982
Accident,Substantial,Airplane,Beech,58,No,2,Reciprocating,Personal,0,0,0,1,IMC,1982
Accident,Substantial,Airplane,Cessna,P206B,No,1,Reciprocating,Unknown,0,0,0,1,Unknown,1982
Accident,Substantial,Airplane,Cessna,404,No,2,Reciprocating,Unknown,0,0,0,7,IMC,1982
Accident,Destroyed,Airplane,Cessna,172L,No,1,Reciprocating,Personal,1,1,0,0,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-36-375,No,1,Reciprocating,Personal,1,0,0,0,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Cessna,150M,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,140,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Beech,56TC,No,2,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Instructional,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Grumman,G-21A,No,2,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-22-150,No,1,Reciprocating,Personal,0,2,0,0,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-28-181,No,1,Reciprocating,Personal,0,4,0,0,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-28-180,No,1,Reciprocating,Personal,1,0,0,0,Unknown,1982
Accident,Destroyed,Airplane,De Havilland,DHC-6,No,2,Turbo Prop,Unknown,1,10,1,0,VMC,1982
Accident,Substantial,Airplane,Grumman,AA-5A,No,1,Reciprocating,Personal,0,0,0,4,VMC,1982
Accident,Substantial,Airplane,Piper,PA-32R-301T,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,0,1,3,VMC,1982
Accident,Substantial,Airplane,Mooney,M-20C,No,1,Reciprocating,Personal,0,0,0,1,IMC,1982
Accident,Substantial,Airplane,Bellanca,7GCBC,No,1,Reciprocating,Personal,2,0,0,0,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-140,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Fairchild Hiller,227C,No,2,Turbo Prop,Ferry,0,0,0,4,VMC,1982
Accident,Substantial,Airplane,Bellanca,8KCAB,No,1,Reciprocating,Personal,0,1,1,0,VMC,1982
Accident,Destroyed,Airplane,Bellanca,14-19-3A,No,1,Reciprocating,Personal,2,0,0,0,IMC,1982
Accident,Substantial,Airplane,Cessna,421C,No,2,Reciprocating,Personal,0,0,0,6,VMC,1982
Accident,Substantial,Airplane,Grumman,G-164A,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,A185F,No,1,Reciprocating,Business,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-38-112,No,1,Reciprocating,Instructional,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,210A,No,1,Reciprocating,Unknown,0,0,0,1,Unknown,1982
Accident,Substantial,Airplane,Piper,PA-60,No,2,Reciprocating,Unknown,0,0,0,1,VMC,1982
Accident,Destroyed,Airplane,Cessna,A188B,No,1,Reciprocating,Aerial Application,0,1,0,0,VMC,1982
Accident,Substantial,Airplane,Piper,PA-60/601P,No,2,Reciprocating,Business,0,0,0,3,IMC,1982
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,152II,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Destroyed,Airplane,Cessna,210,No,1,Reciprocating,Personal,0,2,0,0,VMC,1982
Accident,Destroyed,Airplane,Rockwell,COMMANDER 114,No,1,Reciprocating,Ferry,0,2,0,0,VMC,1982
Accident,Destroyed,Airplane,Beech,BE-95-C55,No,2,Reciprocating,Business,1,0,0,0,VMC,1982
Accident,Destroyed,Airplane,Cessna,150,No,1,Reciprocating,Instructional,0,0,0,2,IMC,1982
Accident,Destroyed,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,3,VMC,1982
Incident,Unknown,Airplane,Swearingen,SA-227,No,2,Turbo Prop,Unknown,0,0,0,12,VMC,1982
Accident,Substantial,Airplane,Weatherly,201C,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,310Q,No,2,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,414,No,2,Reciprocating,Ferry,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Eagle,DW-1,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,1982
Accident,Destroyed,Airplane,Cessna,210L,No,1,Reciprocating,Unknown,4,0,0,0,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-181,No,1,Reciprocating,Instructional,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,421B,No,2,Reciprocating,Executive/corporate,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Beech,23,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Piper,PA-23,No,2,Reciprocating,Unknown,0,0,0,5,VMC,1982
Accident,Substantial,Airplane,Beech,D18S,No,2,Reciprocating,Unknown,0,0,0,1,IMC,1982
Incident,Minor,Airplane,Beech,B90,No,2,Turbo Prop,Unknown,0,0,0,3,IMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-20,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,182C,No,1,Reciprocating,Unknown,0,0,1,0,VMC,1982
Accident,Destroyed,Airplane,Cessna,152,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Incident,Minor,Airplane,Aeronca,11AC,No,1,Reciprocating,Personal,0,0,1,0,VMC,1982
Accident,Destroyed,Airplane,Beech,T-34B,No,1,Reciprocating,Personal,1,0,0,0,VMC,1982
Accident,Substantial,Airplane,Cessna,150G,No,1,Reciprocating,Instructional,0,1,0,0,VMC,1982
Accident,Substantial,Airplane,Piper,PA-38-112,No,1,Reciprocating,Instructional,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,170,No,1,Reciprocating,Personal,0,0,1,0,VMC,1982
Accident,Substantial,Airplane,Cessna,320C,No,2,Reciprocating,Personal,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Cessna,T210M,No,1,Reciprocating,Business,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Destroyed,Airplane,Cessna,T21OL,No,1,Reciprocating,Personal,6,0,0,0,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-32-260,No,1,Reciprocating,Personal,4,0,0,0,VMC,1982
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Instructional,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,172L,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Piper,J3-F65,No,1,Reciprocating,Personal,0,0,1,1,VMC,1982
Accident,Substantial,Airplane,Cessna,140A,No,1,Reciprocating,Personal,0,1,0,0,VMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-161,No,1,Reciprocating,Business,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Piper,PA-25-235C,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Bellanca,8GCBC,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-38-112,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,U206,No,1,Reciprocating,Unknown,0,0,0,2,VMC,1982
Accident,Destroyed,Airplane,Cessna,A152,No,1,Reciprocating,Personal,2,0,0,0,VMC,1982
Accident,Destroyed,Airplane,Ercoupe,415-C,No,1,Reciprocating,Personal,1,0,0,0,VMC,1982
Accident,Substantial,Airplane,Cessna,182RG,No,1,Reciprocating,Personal,0,0,0,4,VMC,1982
Accident,Substantial,Airplane,Beech,35-B33,No,1,Reciprocating,Personal,0,0,1,3,VMC,1982
Accident,Substantial,Airplane,Piper,J3F-65,No,1,Reciprocating,Personal,0,0,2,0,VMC,1982
Accident,Substantial,Airplane,Mooney,M20F,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-18,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Destroyed,Airplane,Cessna,150,No,1,Reciprocating,Personal,1,0,0,0,VMC,1982
Accident,Substantial,Airplane,Cessna,172RG,No,1,Reciprocating,Business,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,P210N,No,1,Reciprocating,Business,0,0,4,0,VMC,1982
Accident,Substantial,Airplane,Cessna,170,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-32-300,No,1,Reciprocating,Unknown,0,0,0,3,VMC,1982
Accident,Destroyed,Airplane,Beech,B35,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-36,No,1,Reciprocating,Aerial Application,1,0,0,0,VMC,1982
Accident,Destroyed,Airplane,Cessna,172,No,1,Reciprocating,Personal,3,0,0,0,IMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,310K,No,2,Reciprocating,Business,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Mooney,M20E,No,1,Reciprocating,Personal,1,0,1,0,VMC,1982
Accident,Substantial,Airplane,Piper,PA-30,No,2,Reciprocating,Business,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Smith Aerostar,600,No,2,Reciprocating,Unknown,0,0,0,1,VMC,1982
Accident,Destroyed,Airplane,Cessna,182L,No,1,Reciprocating,Business,0,2,0,0,VMC,1982
Accident,Substantial,Airplane,Beech,C-24R,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,P337H,No,2,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Beech,B58,No,2,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-38-112,No,1,Reciprocating,Instructional,0,0,0,2,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-23,No,2,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Destroyed,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,2,0,0,VMC,1982
Accident,Substantial,Airplane,Cessna,182P,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Mooney,M20K,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Taylorcraft,BC12-D,No,1,Reciprocating,Personal,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Instructional,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Instructional,0,0,0,1,Unknown,1982
Accident,Substantial,Airplane,Cessna,310,No,2,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-180,No,1,Reciprocating,Personal,1,2,0,0,VMC,1982
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Unknown,0,0,0,1,VMC,1982
Accident,Destroyed,Airplane,Rockwell Intl,114,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Destroyed,Airplane,Cessna,172M,No,1,Reciprocating,Instructional,0,0,0,3,VMC,1982
Accident,Unknown,Airplane,Mooney,M20J,No,1,Reciprocating,Personal,0,1,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,172RG,No,1,Reciprocating,Personal,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Howard Aircraft Corp.,DGA-15P,No,1,Reciprocating,Personal,0,0,0,4,VMC,1982
Accident,Substantial,Airplane,Cessna,172M,No,1,Reciprocating,Instructional,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,177RG,No,1,Reciprocating,Personal,0,1,0,0,VMC,1982
Accident,Destroyed,Airplane,Cessna,T188C,No,1,Reciprocating,Ferry,0,0,0,1,VMC,1982
Incident,Unknown,Airplane,Boeing,707-131B,No,4,Turbo Fan,Unknown,1,0,0,0,VMC,1982
Incident,Minor,Airplane,Piper,PA-28-140,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Destroyed,Airplane,Piper,PA-28R-180,No,1,Reciprocating,Unknown,0,1,0,0,VMC,1982
Accident,Destroyed,Airplane,Cessna,TR182,No,1,Reciprocating,Personal,1,0,0,0,IMC,1982
Accident,Substantial,Airplane,Cessna,150,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-181,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Beech,E18S,No,2,Reciprocating,Unknown,0,0,1,0,Unknown,1982
Accident,Substantial,Airplane,Piper,PA-23 250,No,2,Reciprocating,Unknown,0,0,0,3,VMC,1982
Incident,Minor,Airplane,Swearingen,SA-266TC,No,2,Turbo Prop,Unknown,0,0,0,9,Unknown,1982
Accident,Substantial,Airplane,Piper,PA-28-181,No,1,Reciprocating,Business,0,0,0,2,IMC,1982
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Beech,V35B,No,1,Reciprocating,Business,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Rockwell,S-2R,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,210D,No,1,Reciprocating,Business,1,1,0,0,VMC,1982
Incident,Unknown,Airplane,Douglas,DC-9-82,No,2,Turbo Fan,Unknown,0,0,0,68,VMC,1982
Accident,Destroyed,Airplane,Cessna,172,No,1,Reciprocating,Personal,2,0,0,0,Unknown,1982
Accident,Destroyed,Airplane,Rockwell,S-2R,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Varga,2150A,No,1,Reciprocating,Business,0,0,2,0,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-151,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,150M,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,U-206,No,1,Reciprocating,Business,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Cessna,180,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Bellanca,7GCBC,No,1,Reciprocating,Unknown,0,0,0,1,VMC,1982
Incident,Minor,Airplane,Nord Aviation,262A-12,No,2,Turbo Prop,Unknown,0,0,0,30,IMC,1982
Accident,Destroyed,Airplane,Cessna,150J,No,1,Reciprocating,Instructional,0,1,0,1,VMC,1982
Accident,Minor,Airplane,Beech,95-55,No,2,Reciprocating,Unknown,0,0,0,2,IMC,1982
Accident,Substantial,Airplane,Beech,95-B55,No,2,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,1,1,0,VMC,1982
Accident,Substantial,Airplane,Cessna,172G,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,310,No,2,Reciprocating,Unknown,0,0,0,2,IMC,1982
Accident,Destroyed,Airplane,Piper,PA-38-112,No,2,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28-181,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Piper,PA-34-200,No,2,Reciprocating,Business,0,0,0,3,IMC,1982
Accident,Substantial,Airplane,Beech,F33A,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-30,No,2,Reciprocating,Personal,0,0,0,4,VMC,1982
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,1,0,VMC,1982
Accident,Substantial,Airplane,Cessna,501,No,2,Turbo Jet,Business,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Bellanca,7ECA,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,182J,No,1,Reciprocating,Personal,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Instructional,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Beech,A36TC,No,1,Reciprocating,Business,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Piper,PA-32,No,1,Reciprocating,Unknown,0,0,5,0,IMC,1982
Accident,Destroyed,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Destroyed,Airplane,Cessna,210G,No,1,Reciprocating,Personal,2,0,0,0,Unknown,1982
Accident,Destroyed,Airplane,Cessna,120,No,1,Reciprocating,Personal,0,0,2,0,VMC,1982
Accident,Destroyed,Airplane,Boeing,KC-135A,No,4,Turbo Jet,Unknown,6,0,0,0,Unknown,1982
Accident,Destroyed,Airplane,Piper,PA-22-150,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-32-301T,No,1,Reciprocating,Personal,0,0,0,6,VMC,1982
Accident,Substantial,Airplane,Cessna,182B,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Helio,H-295,No,1,Reciprocating,Personal,0,0,0,4,VMC,1982
Accident,Substantial,Airplane,Cessna,182H,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Cessna,182,No,1,Reciprocating,Personal,0,0,0,3,VMC,1982
Accident,Substantial,Airplane,Beech,200,No,2,Turbo Prop,Executive/corporate,0,0,0,4,VMC,1982
Accident,Substantial,Airplane,Piper,PA-28,No,2,Reciprocating,Personal,0,1,2,1,VMC,1982
Accident,Substantial,Airplane,Cessna,172N,No,1,Reciprocating,Personal,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Taylorcraft,BC12-D,No,1,Reciprocating,Personal,0,0,1,1,VMC,1982
Accident,Destroyed,Airplane,Cessna,182,No,1,Reciprocating,Personal,2,0,0,0,IMC,1982
Accident,Destroyed,Airplane,Piper,PA-28R-201,No,1,Reciprocating,Personal,0,0,2,0,VMC,1982
Accident,Destroyed,Airplane,Beech,C-45H,No,2,Reciprocating,Unknown,1,0,0,0,VMC,1982
Accident,Destroyed,Airplane,Cessna,T188C,No,1,Reciprocating,Aerial Application,1,0,0,0,Unknown,1982
Accident,Substantial,Airplane,Piper,PA-18-135,No,1,Reciprocating,Personal,0,0,1,1,VMC,1982
Accident,Substantial,Airplane,Cessna,210,No,1,Reciprocating,Personal,0,1,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,210M,No,1,Reciprocating,Personal,0,0,2,2,VMC,1982
Accident,Substantial,Airplane,Beech,B24R,No,1,Reciprocating,Personal,0,0,1,1,VMC,1982
Accident,Substantial,Airplane,Cessna,152,No,1,Reciprocating,Instructional,0,0,1,0,VMC,1982
Accident,Substantial,Airplane,Cessna,182P,No,1,Reciprocating,Personal,0,0,1,0,VMC,1982
Accident,Substantial,Airplane,Cessna,T210G,No,1,Reciprocating,Unknown,0,0,0,2,VMC,1982
Accident,Substantial,Airplane,Cessna,172,No,1,Reciprocating,Personal,0,0,0,4,VMC,1982
Accident,Substantial,Airplane,Gulfstream American,G-164B,No,1,Reciprocating,Aerial Application,0,0,0,1,VMC,1982
Accident,Substantial,Airplane,Piper,PA-31P,No,2,Reciprocating,Personal,0,0,0,4,VMC,1982
